RFC,RAZON SOCIAL,SUPUESTO,EJERCICIO,PERIODO,FECHA DE PRIMERA PUBLICACION
MVY850101NL3,MUNICIPIO DE VALLADOLID SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MVY850101NL3,MUNICIPIO DE VALLADOLID SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MVY850101NL3,MUNICIPIO DE VALLADOLID SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
PMM850101343,PRESIDENCIA MUNICIPAL DE MATAMOROS COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
PMM850101343,PRESIDENCIA MUNICIPAL DE MATAMOROS COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
PMM850101343,PRESIDENCIA MUNICIPAL DE MATAMOROS COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MAM850101CX8,MUNICIPIO DE ARIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MHJ850101NE1,MUNICIPIO HUAUTLA DE JIMENEZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTM850101HD2,MUNICIPIO DE TARETAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101A48,MUNICIPIO DE SAN MARCOS ARTEAGA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSM850101A48,MUNICIPIO DE SAN MARCOS ARTEAGA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MME8501012Y6,MUNICIPIO DE MECATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,11,01/10/2025
MME8501012Y6,MUNICIPIO DE MECATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,01/10/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/04/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,2,01/04/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSD8501014YA,MUNICIPIO DE SANTO DOMINGO PETAPA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMB640114IE6,MUNICIPIO DE MEDELLIN DE BRAVO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMB640114IE6,MUNICIPIO DE MEDELLIN DE BRAVO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMB640114IE6,MUNICIPIO DE MEDELLIN DE BRAVO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,4,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,5,23/07/2024
MAA910101460,MUNICIPIO DE ALMOLOYA DE ALQUISIRAS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAN970902V57,MUNICIPIO DE ANGOSTURA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAN970902V57,MUNICIPIO DE ANGOSTURA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCM850101SQ4,MUNICIPIO CONTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCM850101SQ4,MUNICIPIO CONTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCM850101SQ4,MUNICIPIO CONTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MLB810101JV1,MUNICIPIO DE LOMA BONITA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MPM850101LZA,MUNICIPIO DE PARACHO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MPM850101LZA,MUNICIPIO DE PARACHO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MPM850101LZA,MUNICIPIO DE PARACHO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSL850101BM1,MUNICIPIO DE SANTA LUCIA DEL CAMINO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MXG850101JR4,MUNICIPIO DE XOCHIHUEHUETLAN GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MPM850101M88,MUNICIPIO DE PAJACUARAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,10,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,11,23/07/2024
MGT850101KK9,MUNICIPIO DE GENERAL TREVIÑO NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,23/07/2024
PMV8501019S0,PRESIDENCIA MUNICIPAL DE VIESCA COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
PMV8501019S0,PRESIDENCIA MUNICIPAL DE VIESCA COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
PMV8501019S0,PRESIDENCIA MUNICIPAL DE VIESCA COAH SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101GP1,MUNICIPIO DE SANTA MARIA JALAPA DEL MARQUES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MHG850101DL3,MUNICIPIO DE HUEHUETLAN EL GRANDE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSD850101UN8,MUNICIPIO DE SANTO DOMINGO TONALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSD850101UN8,MUNICIPIO DE SANTO DOMINGO TONALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSD850101UN8,MUNICIPIO DE SANTO DOMINGO TONALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
SDI140116K26,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL MUNICIPIO DE OCAMPO SIN TIPO DE SOCIEDAD,FRACCION VII,2022,6,01/10/2025
MAT850101CJ2,MUNICIPIO DE AXTLA DE TERRAZAS SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCP930215628,MUNICIPIO DE CHICONCUAUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCP930215628,MUNICIPIO DE CHICONCUAUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCP930215628,MUNICIPIO DE CHICONCUAUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMA871001T98,MUNICIPIO DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMA871001T98,MUNICIPIO DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMA871001T98,MUNICIPIO DE MATAMOROS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
SOS030113G31,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE LIBRES SIN TIPO DE SOCIEDAD,FRACCION VII,2021,11,01/10/2025
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSE850101IT1,MUNICIPIO DE SANTA ELENA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSE850101IT1,MUNICIPIO DE SANTA ELENA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSE850101IT1,MUNICIPIO DE SANTA ELENA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MVZ821103JCA,MUNICIPIO DE ZARAGOZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MVZ821103JCA,MUNICIPIO DE ZARAGOZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTM850101N93,MUNICIPIO DE TZITZIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTM850101N93,MUNICIPIO DE TZITZIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
TMS9209017SA,MUNICIPIO SAN LUIS DE CORDERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMN8501015Y6,MUNICIPIO DE MIER Y NORIEGA NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMN8501015Y6,MUNICIPIO DE MIER Y NORIEGA NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMN8501015Y6,MUNICIPIO DE MIER Y NORIEGA NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MPT850101PGA,MUNICIPIO DE PALMILLAS TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,01/10/2025
MSM8501012K0,MUNICIPIO DE SANTA MARIA JACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSM8501012K0,MUNICIPIO DE SANTA MARIA JACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MGF8501018S1,MUNICIPIO GENERAL FELIPE ANGELES PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMY850101DU2,MUNICIPIO DE MAYAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMY850101DU2,MUNICIPIO DE MAYAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMY850101DU2,MUNICIPIO DE MAYAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTM850101T94,MUNICIPIO DE TZINTZUNTZAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTM850101T94,MUNICIPIO DE TZINTZUNTZAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTM850101T94,MUNICIPIO DE TZINTZUNTZAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MXP8501017Y3,MUNICIPIO DE XIUTETELCO PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSJ850101PZ3,MUNICIPIO DE SAN JERONIMO COATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,7,23/07/2024
MSJ850101PZ3,MUNICIPIO DE SAN JERONIMO COATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,23/07/2024
MSJ850101PZ3,MUNICIPIO DE SAN JERONIMO COATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,23/07/2024
MSJ850101PZ3,MUNICIPIO DE SAN JERONIMO COATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,23/07/2024
MZP930215CD1,MUNICIPIO DE ZIHUATEUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MZP930215CD1,MUNICIPIO DE ZIHUATEUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MZP930215CD1,MUNICIPIO DE ZIHUATEUTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MHY850101HLA,MUNICIPIO DE HOMUN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MHY850101HLA,MUNICIPIO DE HOMUN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MHY850101HLA,MUNICIPIO DE HOMUN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTY8501019Z4,MUNICIPIO DE TIXCACALCUPUL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
ITS030704M68,INSTITUTO TECNOLOGICO SUPERIOR DE SAN LUIS POTOSI CAPITAL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
ITS030704M68,INSTITUTO TECNOLOGICO SUPERIOR DE SAN LUIS POTOSI CAPITAL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTY850101LV9,MUNICIPIO DE TETIZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTY850101LV9,MUNICIPIO DE TETIZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTE7501023Z6,MUNICIPIO DE TETECALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTE7501023Z6,MUNICIPIO DE TETECALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTE7501023Z6,MUNICIPIO DE TETECALA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MAY850101TD9,MUNICIPIO DE AKIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MAY850101TD9,MUNICIPIO DE AKIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MAY850101TD9,MUNICIPIO DE AKIL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMT620701DY6,MUNICIPIO DE EL MANTE TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMT620701DY6,MUNICIPIO DE EL MANTE TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMT620701DY6,MUNICIPIO DE EL MANTE TAMAULIPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTZ8501016A0,MUNICIPIO DE TANETZE DE ZARAGOZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/10/2025
MTZ8501016A0,MUNICIPIO DE TANETZE DE ZARAGOZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,2,01/10/2025
MTZ8501016A0,MUNICIPIO DE TANETZE DE ZARAGOZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2021,6,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,1,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,2,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,3,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,4,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,5,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,6,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,7,01/10/2025
TMU220101IG6,MUNICIPIO DE SANTA CLARA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,8,01/10/2025
MSM850101GP1,MUNICIPIO DE SANTA MARIA JALAPA DEL MARQUES SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MBA6201018K1,MUNICIPIO DE BALLEZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MBA6201018K1,MUNICIPIO DE BALLEZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MBA6201018K1,MUNICIPIO DE BALLEZA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMT8501017A2,MUNICIPIO DE MAGDALENA TLACOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
ITS040109GY9,INSTITUTO TECNOLOGICO SUPERIOR DE SAN MARTIN TEXMELUCAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
MNA8501016I2,MUNICIPIO DE NARANJOS AMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MNA8501016I2,MUNICIPIO DE NARANJOS AMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MNA8501016I2,MUNICIPIO DE NARANJOS AMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCS8501011I3,MUNICIPIO DE COXCATLAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MHY850101MI1,MUNICIPIO DE HUNUCMA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MHY850101MI1,MUNICIPIO DE HUNUCMA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MHY850101MI1,MUNICIPIO DE HUNUCMA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCS8501011I3,MUNICIPIO DE COXCATLAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCS8501011I3,MUNICIPIO DE COXCATLAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
TMU621114EP4,TESORERIA MUNICIPAL DE TLAHUALILO DURANGO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTE850101RK2,MUNICIPIO DE TAMAZULAPAM DEL ESPIRITU SANTO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MGS850101AI9,MUNICIPIO DE GUADALCAZAR SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MGS850101AI9,MUNICIPIO DE GUADALCAZAR SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MXG850101JR4,MUNICIPIO DE XOCHIHUEHUETLAN GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMU850101743,MUNICIPIO DE MUGICA SIN TIPO DE SOCIEDAD,FRACCION VII,2022,1,23/07/2024
MCU850101213,MUNICIPIO DE CUSIHUIRIACHI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCU850101213,MUNICIPIO DE CUSIHUIRIACHI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMY850101284,MUNICIPIO DE MUNA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMY850101284,MUNICIPIO DE MUNA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMN8501015D6,MUNICIPIO DE MONTEMORELOS NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMN8501015D6,MUNICIPIO DE MONTEMORELOS NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMN8501015D6,MUNICIPIO DE MONTEMORELOS NL SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
SEG910814HCA,SECRETARIA DE EDUCACION GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
SEG910814HCA,SECRETARIA DE EDUCACION GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
SEG910814HCA,SECRETARIA DE EDUCACION GUERRERO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMJ850101FGA,MUNICIPIO DE MAZAPILTEPEC DE JUAREZ PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MMJ850101FGA,MUNICIPIO DE MAZAPILTEPEC DE JUAREZ PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMJ850101FGA,MUNICIPIO DE MAZAPILTEPEC DE JUAREZ PUE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MCP8501015B2,MUNICIPIO DE COYOTEPEC PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
HMN050304311,EL HOSPITAL DE LA MADRE Y EL NIÑO GUERRERENSE SIN TIPO DE SOCIEDAD,FRACCION VII,2025,1,01/10/2025
MMO9801015R0,MUNICIPIO DE MOCORITO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MAV850101EM3,MUNICIPIO DE ALTOTONGA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,10,01/01/2025
MAV850101MT7,MUNICIPIO DE AYAHUALULCO VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,8,01/10/2025
MAV850101MT7,MUNICIPIO DE AYAHUALULCO VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,9,01/10/2025
MAV850101MT7,MUNICIPIO DE AYAHUALULCO VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,10,01/10/2025
MAV850101MT7,MUNICIPIO DE AYAHUALULCO VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,11,01/10/2025
MAV850101MT7,MUNICIPIO DE AYAHUALULCO VER SIN TIPO DE SOCIEDAD,FRACCION VII,2021,12,01/10/2025
MMJ850101B85,MUNICIPIO DE MAGDALENA JALISCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MMJ850101B85,MUNICIPIO DE MAGDALENA JALISCO SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MXO190101BG4,MUNICIPIO DE XOXOCOTLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTY8501013V8,MUNICIPIO DE TEKAX YUCATAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MTY8501013V8,MUNICIPIO DE TEKAX YUCATAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTY8501013V8,MUNICIPIO DE TEKAX YUCATAN SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MTP850101375,MUNICIPIO DE TLAPANALA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MTP850101375,MUNICIPIO DE TLAPANALA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSF8501015Y9,MUNICIPIO DE SAN FRANCISCO DE BORJA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSF8501015Y9,MUNICIPIO DE SAN FRANCISCO DE BORJA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSF8501015Y9,MUNICIPIO DE SAN FRANCISCO DE BORJA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSM850101NI7,MUNICIPIO DE SAN MATEO CAJONOS SIN TIPO DE SOCIEDAD,FRACCION VII,2021,3,01/10/2025
MCO850101HI6,MUNICIPIO DE CHOIX SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MCO850101HI6,MUNICIPIO DE CHOIX SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MCO850101HI6,MUNICIPIO DE CHOIX SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,3,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,4,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,5,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
MSF850101N54,MUNICIPIO DE SAN FELIPE JALAPA DE DIAZ SIN TIPO DE SOCIEDAD,FRACCION VII,2025,8,01/10/2025
MMY850101TB2,MUNICIPIO DE MANI SIN TIPO DE SOCIEDAD,FRACCION VII,2025,6,01/10/2025
MPY850101U77,MUNICIPIO DE PANABA SIN TIPO DE SOCIEDAD,FRACCION VII,2025,7,01/10/2025
